id,title,description,price,brand,category,subcategory,tags,seller_id,rating,popularity,in_stock
I0227,Minimal Purple Curtains by UrbanHide,"Curtains in Chiffon with RFID Blocking, Quick-Dry. Ideal for home use.",306,UrbanHide,Home,Curtains,festival;fitness;home;handmade;kids;party,S008,4.67,0.316,true
I0228,Classic Beige Grooming by ChefPro,"Grooming in Bamboo with Anti-Slip, Quick-Dry. Ideal for beauty use.",149,ChefPro,Beauty,Grooming,bestseller;travel;budget;grooming;men;dailywear,S006,4.51,0.33,true
I0229,Trendy Pink Power Bank by CraftKart,"Power Bank in Stainless Steel with Organizer Pockets, Anti-Theft. Ideal for electronics use.",3540,CraftKart,Electronics,Power Bank,summer;gift;travel;western;kitchen;festival,S010,3.56,0.285,true
I0230,Minimal Maroon Haircare by CraftKart,"Haircare in Bamboo with Long Battery, RFID Blocking. Ideal for beauty use.",1182,CraftKart,Beauty,Haircare,handmade;new;winter;budget;gadgets;ethnic,S011,3.7,0.297,true
I0231,Vibrant Yellow Dresses by GlowHerb,"Dresses in Silk with Skin-Friendly, Nonstick. Ideal for women western use.",373,GlowHerb,Women Western,Dresses,premium;trending;new;bestseller;travel;men,S007,4.39,0.313,true
I0232,Stylish Maroon Kurta by RoyalRoots,"Kurta in Chiffon with Quick-Dry, Noise Cancellation. Ideal for men use.",384,RoyalRoots,Men,Kurta,premium;party;ethnic;casual;fitness;office,S002,4.41,0.312,true
I0233,Handcrafted Brown Bedsheets by GlowHerb,"Bedsheets in Canvas with Long Battery, Stretchable. Ideal for home use.",551,GlowHerb,Home,Bedsheets,gift;home;eco;accessories;women;festival,S006,4.37,0.307,true
I0234,Comfy Red Sets by ChefPro,"Sets in Alloy with Anti-Slip, Long Battery. Ideal for kids use.",477,ChefPro,Kids,Sets,eco;premium;party;budget;fitness;decor,S005,4.03,0.309,true
I0235,Vibrant Blue Curtains by KidJoy,"Curtains in Bamboo with Quick-Dry, RFID Blocking. Ideal for home use.",1376,KidJoy,Home,Curtains,ethnic;bestseller;new;fitness;western;trending,S012,4.7,0.295,true
I0236,Durable Green Bottles by SonicBeat,"Bottles in Silk with Stretchable, Noise Cancellation. Ideal for sports & fitness use.",695,SonicBeat,Sports & Fitness,Bottles,premium;festival;winter;wedding;office;yoga,S006,4.25,0.303,true
I0237,Handcrafted Red Jeans by DenimWorks,"Jeans in Polycarbonate with Nonstick, Stretchable. Ideal for women western use.",1255,DenimWorks,Women Western,Jeans,gift;bestseller;fashion;travel;kids;western,S003,4.93,0.296,true
I0238,Elegant Black T-shirts by KidJoy,"T-shirts in Bamboo with Anti-Slip, Leak-Proof. Ideal for men use.",2111,KidJoy,Men,T-shirts,bestseller;women;party;gadgets;casual;summer,S006,4.05,0.29,true
I0239,Eco Navy Tools by KidJoy,"Tools in Canvas with Nonstick, Anti-Theft. Ideal for kitchen use.",528,KidJoy,Kitchen,Tools,fitness;handmade;festival;men;winter;grooming,S010,4.41,0.307,true
I0240,Handcrafted Orange Power Bank by TrailTech,"Power Bank in Bamboo with Stretchable, RFID Blocking. Ideal for electronics use.",3999,TrailTech,Electronics,Power Bank,ethnic;decor;charging;dailywear;wedding;gadgets,S013,4.14,0.284,true
I0241,Comfy Teal Dumbbells by FitBolt,"Dumbbells in Canvas with Quick-Dry, Organizer Pockets. Ideal for sports & fitness use.",726,FitBolt,Sports & Fitness,Dumbbells,accessories;festival;bestseller;decor;new;wedding,S007,3.81,0.303,true
I0242,Eco Black Men Sneakers by SonicBeat,"Men Sneakers in Cotton with Stretchable, Nonstick. Ideal for footwear use.",359,SonicBeat,Footwear,Men Sneakers,new;party;accessories;summer;wedding;premium,S011,4.84,0.313,true
I0243,Handcrafted Navy Tools by DesiWeave,"Tools in Silk with Organizer Pockets, Anti-Slip. Ideal for kitchen use.",309,DesiWeave,Kitchen,Tools,trending;eco;organizer;premium;men;fitness,S004,4.09,0.316,true
I0244,Handcrafted Navy Curtains by MaxStyle,"Curtains in Denim with Stretchable, Quick-Dry. Ideal for home use.",685,MaxStyle,Home,Curtains,men;premium;home;decor;organizer;dailywear,S015,3.69,0.304,true
I0245,Lightweight Navy Curtains by TrailTech,"Curtains in Bamboo with RFID Blocking, Skin-Friendly. Ideal for home use.",1827,TrailTech,Home,Curtains,new;western;accessories;trending;premium;party,S015,3.7,0.292,true
I0246,Comfy Yellow Wallets by DenimWorks,"Wallets in Stainless Steel with RFID Blocking, Skin-Friendly. Ideal for bags & luggage use.",441,DenimWorks,Bags & Luggage,Wallets,office;western;trending;wedding;travel;women,S007,4.7,0.31,true
I0247,Stylish Brown Frocks by ChefPro,"Frocks in Leather with Leak-Proof, Quick-Dry. Ideal for kids use.",664,ChefPro,Kids,Frocks,travel;wedding;accessories;office;men;dailywear,S003,4.29,0.304,false
I0248,Elegant Teal Earrings by BharatHome,"Earrings in Wood with Long Battery, Anti-Theft. Ideal for jewellery use.",170,BharatHome,Jewellery,Earrings,men;handmade;new;gift;office;festival,S011,4.16,0.327,true
I0249,Eco White Wallets by GlowHerb,"Wallets in Silk with Skin-Friendly, Organizer Pockets. Ideal for bags & luggage use.",669,GlowHerb,Bags & Luggage,Wallets,grooming;wedding;travel;handmade;trending;decor,S007,4.3,0.304,true
I0250,Minimal Red Women Sandals by FitBolt,"Women Sandals in Bamboo with Quick-Dry, Leak-Proof. Ideal for footwear use.",651,FitBolt,Footwear,Women Sandals,style;bestseller;eco;grooming;party;accessories,S008,4.03,0.304,true
I0251,Lightweight Beige Dumbbells by SonicBeat,"Dumbbells in Leather with Quick-Dry, Anti-Slip. Ideal for sports & fitness use.",312,SonicBeat,Sports & Fitness,Dumbbells,gym;office;party;kitchen;gadgets;summer,S008,3.62,0.316,true
I0252,Handcrafted Brown Sarees by Oak&Co,"Sarees in Canvas with RFID Blocking, Leak-Proof. Ideal for women ethnic use.",2651,Oak&Co,Women Ethnic,Sarees,kitchen;women;style;fashion;office;eco,S011,4.24,0.288,true
I0253,Vibrant Black Skincare by NeoTrend,"Skincare in Leather with Nonstick, Quick-Dry. Ideal for beauty use.",969,NeoTrend,Beauty,Skincare,men;accessories;trending;travel;budget;western,S004,4.03,0.299,true
I0254,Lightweight Purple Decor by RoyalRoots,"Decor in Denim with Long Battery, Noise Cancellation. Ideal for home use.",1291,RoyalRoots,Home,Decor,fitness;eco;home;men;dailywear;new,S015,3.87,0.296,true
I0255,Comfy Blue Frocks by DenimWorks,"Frocks in Bamboo with Skin-Friendly, Noise Cancellation. Ideal for kids use.",1058,DenimWorks,Kids,Frocks,office;kitchen;trending;festival;western;gift,S005,4.37,0.298,true
I0256,Lightweight Yellow Rings by AuraCare,"Rings in Chiffon with RFID Blocking, Organizer Pockets. Ideal for jewellery use.",271,AuraCare,Jewellery,Rings,style;fashion;trending;gadgets;handmade;gift,S015,4.11,0.318,true
I0257,Stylish Blue Handbags by KidJoy,"Handbags in Chiffon with Anti-Theft, Long Battery. Ideal for bags & luggage use.",1129,KidJoy,Bags & Luggage,Handbags,office;fitness;eco;trending;summer;ethnic,S004,3.78,0.297,true
I0258,Minimal Green Grooming by GlowHerb,"Grooming in Denim with Noise Cancellation, Leak-Proof. Ideal for beauty use.",204,GlowHerb,Beauty,Grooming,dailywear;women;budget;summer;wedding;kitchen,S004,3.91,0.323,true
I0259,Handcrafted Purple Bedsheets by RoyalRoots,"Bedsheets in Alloy with Stretchable, Long Battery. Ideal for home use.",2476,RoyalRoots,Home,Bedsheets,eco;trending;men;fitness;handmade;festival,S001,4.79,0.288,true
I0260,Durable Brown Yoga Mat by SareeSaheli,"Yoga Mat in Bamboo with Skin-Friendly, RFID Blocking. Ideal for sports & fitness use.",476,SareeSaheli,Sports & Fitness,Yoga Mat,dailywear;summer;kitchen;home;gift;women,S009,4.78,0.309,true
I0261,Elegant Beige Skincare by UrbanHide,"Skincare in Wood with Stretchable, Quick-Dry. Ideal for beauty use.",325,UrbanHide,Beauty,Skincare,fitness;kitchen;party;gift;grooming;eco,S011,4.73,0.315,true
I0262,Durable Teal Rings by ChefPro,"Rings in Stainless Steel with Long Battery, Anti-Slip. Ideal for jewellery use.",293,ChefPro,Jewellery,Rings,fashion;wedding;dailywear;summer;festival;women,S004,3.76,0.317,true
I0263,Premium White Bottles by BharatHome,"Bottles in Cotton with Nonstick, Organizer Pockets. Ideal for sports & fitness use.",270,BharatHome,Sports & Fitness,Bottles,kitchen;men;travel;gift;wedding;kids,S004,4.3,0.318,true
I0264,Lightweight Black T-Shirts by KidJoy,"T-Shirts in Terracotta with Anti-Theft, Quick-Dry. Ideal for kids use.",233,KidJoy,Kids,T-Shirts,dailywear;kids;travel;gift;fitness;grooming,S009,3.83,0.321,true
I0265,Stylish Purple Decor by RoyalRoots,"Decor in Chiffon with RFID Blocking, Anti-Theft. Ideal for home use.",631,RoyalRoots,Home,Decor,party;women;new;eco;trending;gadgets,S009,4.51,0.305,true
I0266,Eco Brown Tools by MaxStyle,"Tools in Stainless Steel with Organizer Pockets, Quick-Dry. Ideal for kitchen use.",1065,MaxStyle,Kitchen,Tools,party;wedding;gift;home;women;organizer,S011,4.24,0.298,true
I0267,Premium Purple Leggings by DesiWeave,"Leggings in Wood with Leak-Proof, Long Battery. Ideal for women ethnic use.",1507,DesiWeave,Women Ethnic,Leggings,winter;home;travel;gift;summer;new,S002,4.56,0.294,true
I0268,Premium Yellow Cables by ChefPro,"Cables in Terracotta with RFID Blocking, Nonstick. Ideal for electronics use.",746,ChefPro,Electronics,Cables,decor;dailywear;gift;budget;wedding;bestseller,S003,3.93,0.302,true
I0269,Classic White Grooming by RoyalRoots,"Grooming in Chiffon with Anti-Theft, Skin-Friendly. Ideal for beauty use.",163,RoyalRoots,Beauty,Grooming,handmade;gadgets;festival;western;trending;winter,S001,4.37,0.328,true
I0270,Eco Yellow Wallets by SonicBeat,"Wallets in Cotton with Nonstick, RFID Blocking. Ideal for bags & luggage use.",1487,SonicBeat,Bags & Luggage,Wallets,women;new;fitness;winter;kids;decor,S003,4.74,0.294,true
I0271,Handcrafted Maroon Backpacks by SparkLite,"Backpacks in Stainless Steel with Anti-Slip, Stretchable. Ideal for bags & luggage use.",1038,SparkLite,Bags & Luggage,Backpacks,new;festival;western;budget;kids;gadgets,S010,4.43,0.298,true
I0272,Premium Pink Duffle by ChefPro,"Duffle in Bamboo with RFID Blocking, Anti-Slip. Ideal for bags & luggage use.",2094,ChefPro,Bags & Luggage,Duffle,accessories;travel;kitchen;wedding;western;gadgets,S005,4.72,0.29,true
I0273,Stylish Navy T-shirts by ChefPro,"T-shirts in Bamboo with Leak-Proof, RFID Blocking. Ideal for men use.",606,ChefPro,Men,T-shirts,decor;summer;travel;party;grooming;trending,S013,4.13,0.305,true
I0274,Durable Maroon Jeans by KidJoy,"Jeans in Polycarbonate with Leak-Proof, Skin-Friendly. Ideal for women western use.",1733,KidJoy,Women Western,Jeans,trending;festival;handmade;ethnic;budget;eco,S002,4.49,0.292,true
I0275,Vibrant Brown Haircare by CraftKart,"Haircare in Leather with Stretchable, Organizer Pockets. Ideal for beauty use.",811,CraftKart,Beauty,Haircare,new;accessories;eco;dailywear;gadgets;fitness,S002,4.22,0.301,true
I0276,Classic Green Curtains by AuraCare,"Curtains in Cotton with Quick-Dry, Nonstick. Ideal for home use.",956,AuraCare,Home,Curtains,grooming;kids;summer;wedding;bestseller;gift,S012,4.01,0.299,true
I0277,Stylish White Handbags by SonicBeat,"Handbags in Bamboo with Anti-Theft, Quick-Dry. Ideal for bags & luggage use.",895,SonicBeat,Bags & Luggage,Handbags,winter;accessories;dailywear;wedding;travel;festival,S001,3.85,0.3,true
I0278,Minimal Black Grooming by AuraCare,"Grooming in Terracotta with Leak-Proof, Organizer Pockets. Ideal for beauty use.",951,AuraCare,Beauty,Grooming,summer;gadgets;gift;eco;premium;bestseller,S004,4.33,0.299,true
I0279,Vibrant Pink Earbuds by KidJoy,"Earbuds in Cotton with Leak-Proof, Long Battery. Ideal for electronics use.",3855,KidJoy,Electronics,Earbuds,fitness;accessories;dailywear;travel;ethnic;men,S008,3.82,0.284,true
I0280,Elegant Black T-shirts by BharatHome,"T-shirts in Terracotta with RFID Blocking, Stretchable. Ideal for men use.",795,BharatHome,Men,T-shirts,decor;kids;budget;premium;office;gadgets,S013,4.37,0.302,true
I0281,Vibrant Red T-shirts by SareeSaheli,"T-shirts in Silk with Skin-Friendly, Quick-Dry. Ideal for men use.",822,SareeSaheli,Men,T-shirts,gift;wedding;home;travel;eco;accessories,S006,4.0,0.301,true
I0282,Premium Pink Organizer by NeoTrend,"Organizer in Terracotta with RFID Blocking, Organizer Pockets. Ideal for home use.",815,NeoTrend,Home,Organizer,eco;new;grooming;gift;travel;kids,S012,3.98,0.301,true
I0283,Eco Red Power Bank by BeechCraft,"Power Bank in Silk with Quick-Dry, Skin-Friendly. Ideal for electronics use.",1407,BeechCraft,Electronics,Power Bank,tech;office;kids;gift;summer;dailywear,S015,4.7,0.295,true
I0284,Comfy White Earrings by BeechCraft,"Earrings in Wood with Stretchable, Leak-Proof. Ideal for jewellery use.",1110,BeechCraft,Jewellery,Earrings,kitchen;premium;kids;travel;men;decor,S014,4.48,0.297,true
I0285,Vibrant Purple Dress Materials by MaxStyle,"Dress Materials in Bamboo with Quick-Dry, Anti-Slip. Ideal for women ethnic use.",1527,MaxStyle,Women Ethnic,Dress Materials,bestseller;ethnic;dailywear;kids;winter;western,S007,3.66,0.294,true
I0286,Durable Maroon T-shirts by SparkLite,"T-shirts in Polycarbonate with Organizer Pockets, Skin-Friendly. Ideal for men use.",1381,SparkLite,Men,T-shirts,budget;accessories;eco;party;kids;women,S011,3.89,0.295,true
I0287,Eco Teal Ethnic by SareeSaheli,"Ethnic in Terracotta with Anti-Theft, Long Battery. Ideal for kids use.",203,SareeSaheli,Kids,Ethnic,western;gadgets;budget;ethnic;men;dailywear,S006,4.42,0.323,true
I0288,Durable Green Frocks by FitBolt,"Frocks in Canvas with Leak-Proof, Skin-Friendly. Ideal for kids use.",279,FitBolt,Kids,Frocks,home;travel;dailywear;trending;premium;office,S009,4.39,0.318,true
I0289,Vibrant Beige Jeans by AuraCare,"Jeans in Silk with Quick-Dry, Nonstick. Ideal for men use.",964,AuraCare,Men,Jeans,office;home;gift;gadgets;men;wedding,S012,4.27,0.299,true
I0290,Vibrant Beige Makeup by ChefPro,"Makeup in Denim with Long Battery, Stretchable. Ideal for beauty use.",577,ChefPro,Beauty,Makeup,fitness;grooming;kids;western;handmade;accessories,S013,3.88,0.306,true
I0291,Classic Grey Frocks by CraftKart,"Frocks in Cotton with Nonstick, Noise Cancellation. Ideal for kids use.",316,CraftKart,Kids,Frocks,western;summer;women;fitness;new;men,S010,3.9,0.315,false
I0292,Handcrafted Purple Shirts by SteelPro,"Shirts in Leather with Nonstick, Anti-Slip. Ideal for men use.",595,SteelPro,Men,Shirts,budget;new;grooming;winter;eco;travel,S001,4.34,0.306,true
I0293,Handcrafted Red Earbuds by MaxStyle,"Earbuds in Chiffon with Organizer Pockets, Stretchable. Ideal for electronics use.",2093,MaxStyle,Electronics,Earbuds,bestseller;tech;audio;winter;fitness;gadgets,S013,3.99,0.29,true
I0294,Trendy Yellow Ethnic by ChefPro,"Ethnic in Cotton with Leak-Proof, Stretchable. Ideal for kids use.",721,ChefPro,Kids,Ethnic,gift;new;office;decor;women;men,S015,4.39,0.303,true
I0295,Vibrant Teal Kurtis by SonicBeat,"Kurtis in Polycarbonate with Anti-Theft, Organizer Pockets. Ideal for women ethnic use.",1259,SonicBeat,Women Ethnic,Kurtis,decor;women;gadgets;budget;kids;new,S001,3.67,0.296,true
I0296,Stylish Blue Tops by RoyalRoots,"Tops in Stainless Steel with Anti-Theft, Skin-Friendly. Ideal for women western use.",1616,RoyalRoots,Women Western,Tops,kids;grooming;party;new;ethnic;men,S007,3.7,0.293,true
I0297,Stylish White Haircare by FitBolt,"Haircare in Canvas with Anti-Theft, Long Battery. Ideal for beauty use.",1301,FitBolt,Beauty,Haircare,grooming;ethnic;gift;women;party;premium,S002,3.69,0.295,true
I0298,Comfy Navy Bedsheets by CraftKart,"Bedsheets in Silk with Organizer Pockets, Stretchable. Ideal for home use.",822,CraftKart,Home,Bedsheets,decor;trending;travel;budget;dailywear;western,S003,4.82,0.301,true
I0299,Premium Yellow Sarees by FitBolt,"Sarees in Wood with Noise Cancellation, RFID Blocking. Ideal for women ethnic use.",1650,FitBolt,Women Ethnic,Sarees,ethnic;summer;men;women;wedding;western,S010,3.7,0.293,false
I0300,Lightweight Teal Tools by RoyalRoots,"Tools in Stainless Steel with Nonstick, RFID Blocking. Ideal for kitchen use.",980,RoyalRoots,Kitchen,Tools,gadgets;ethnic;wedding;summer;organizer;fitness,S008,4.43,0.299,true
I0301,Classic Blue Handbags by AuraCare,"Handbags in Canvas with Anti-Theft, Noise Cancellation. Ideal for bags & luggage use.",2259,AuraCare,Bags & Luggage,Handbags,women;premium;handmade;festival;western;men,S011,4.51,0.289,false
I0302,Lightweight Grey T-shirts by MaxStyle,"T-shirts in Denim with Quick-Dry, Nonstick. Ideal for men use.",850,MaxStyle,Men,T-shirts,ethnic;kitchen;fitness;gadgets;kids;grooming,S008,4.23,0.301,false
I0303,Vibrant Purple Backpacks by UrbanHide,"Backpacks in Denim with Long Battery, Noise Cancellation. Ideal for bags & luggage use.",2977,UrbanHide,Bags & Luggage,Backpacks,fitness;handmade;accessories;new;women;festival,S006,4.9,0.287,true
I0304,Durable Maroon Storage by MaxStyle,"Storage in Terracotta with Nonstick, Quick-Dry. Ideal for kitchen use.",534,MaxStyle,Kitchen,Storage,festival;home;women;office;decor;winter,S015,4.91,0.307,true
I0305,Handcrafted Grey Bangles by BeechCraft,"Bangles in Canvas with Nonstick, Leak-Proof. Ideal for jewellery use.",184,BeechCraft,Jewellery,Bangles,fitness;style;winter;kitchen;decor;handmade,S006,4.34,0.325,true
I0306,Premium Purple Sets by SparkLite,"Sets in Bamboo with Quick-Dry, Skin-Friendly. Ideal for kids use.",1368,SparkLite,Kids,Sets,travel;accessories;trending;gift;home;western,S015,3.7,0.295,true
I0307,Vibrant Orange Duffle by AuraCare,"Duffle in Denim with Noise Cancellation, Nonstick. Ideal for bags & luggage use.",329,AuraCare,Bags & Luggage,Duffle,fitness;party;office;winter;festival;wedding,S012,3.83,0.315,true
I0308,Classic Purple Haircare by FitBolt,"Haircare in Silk with Quick-Dry, Organizer Pockets. Ideal for beauty use.",489,FitBolt,Beauty,Haircare,women;handmade;kitchen;western;decor;eco,S011,4.42,0.308,true
I0309,Durable White Men Sneakers by FitBolt,"Men Sneakers in Stainless Steel with RFID Blocking, Noise Cancellation. Ideal for footwear use.",407,FitBolt,Footwear,Men Sneakers,eco;home;western;office;kids;style,S001,4.46,0.311,true
I0310,Elegant Beige T-Shirts by AuraCare,"T-Shirts in Polycarbonate with Anti-Theft, RFID Blocking. Ideal for kids use.",901,AuraCare,Kids,T-Shirts,travel;office;party;new;men;premium,S015,4.06,0.3,true
I0311,Handcrafted Brown Frocks by DenimWorks,"Frocks in Bamboo with RFID Blocking, Leak-Proof. Ideal for kids use.",575,DenimWorks,Kids,Frocks,trending;premium;bestseller;ethnic;gadgets;kids,S002,4.88,0.306,true
I0312,Stylish Brown Co-ords by CraftKart,"Co-ords in Leather with Nonstick, Anti-Theft. Ideal for women western use.",1126,CraftKart,Women Western,Co-ords,wedding;party;home;budget;summer;kitchen,S013,3.63,0.297,true
I0313,Lightweight Orange T-shirts by Oak&Co,"T-shirts in Stainless Steel with Skin-Friendly, Nonstick. Ideal for men use.",675,Oak&Co,Men,T-shirts,summer;eco;home;budget;festival;gadgets,S013,4.15,0.304,true
I0314,Trendy Teal Backpacks by SteelPro,"Backpacks in Chiffon with Organizer Pockets, Long Battery. Ideal for bags & luggage use.",1039,SteelPro,Bags & Luggage,Backpacks,eco;handmade;new;winter;bestseller;women,S002,4.12,0.298,true
I0315,Vibrant Yellow Bangles by SparkLite,"Bangles in Silk with Nonstick, Anti-Slip. Ideal for jewellery use.",208,SparkLite,Jewellery,Bangles,travel;home;fitness;party;eco;dailywear,S014,4.54,0.323,true
I0316,Lightweight White Storage by GlowHerb,"Storage in Alloy with Noise Cancellation, RFID Blocking. Ideal for kitchen use.",768,GlowHerb,Kitchen,Storage,kitchen;festival;ethnic;office;premium;women,S001,4.28,0.302,true
I0317,Trendy Navy Bottles by ChefPro,"Bottles in Denim with Stretchable, RFID Blocking. Ideal for sports & fitness use.",1988,ChefPro,Sports & Fitness,Bottles,ethnic;bestseller;eco;decor;women;party,S008,3.95,0.291,true
I0318,Classic Maroon Flats by SareeSaheli,"Flats in Leather with Stretchable, Anti-Slip. Ideal for footwear use.",540,SareeSaheli,Footwear,Flats,eco;premium;fitness;office;winter;style,S003,3.63,0.307,true
I0319,Lightweight Purple Haircare by AuraCare,"Haircare in Leather with RFID Blocking, Quick-Dry. Ideal for beauty use.",289,AuraCare,Beauty,Haircare,winter;new;budget;gadgets;kitchen;decor,S012,4.84,0.317,true
I0320,Eco Beige Sarees by KidJoy,"Sarees in Terracotta with Skin-Friendly, Leak-Proof. Ideal for women ethnic use.",512,KidJoy,Women Ethnic,Sarees,kitchen;budget;kids;summer;style;office,S006,3.64,0.308,true
I0321,Comfy Pink Flats by ChefPro,"Flats in Polycarbonate with Skin-Friendly, Stretchable. Ideal for footwear use.",574,ChefPro,Footwear,Flats,party;kids;winter;trending;eco;office,S010,3.74,0.306,true
I0322,Classic Blue Backpacks by CraftKart,"Backpacks in Canvas with RFID Blocking, Organizer Pockets. Ideal for bags & luggage use.",2012,CraftKart,Bags & Luggage,Backpacks,home;women;bestseller;gift;grooming;new,S004,4.55,0.291,true
I0323,Elegant Teal Necklaces by UrbanHide,"Necklaces in Chiffon with Noise Cancellation, Anti-Slip. Ideal for jewellery use.",324,UrbanHide,Jewellery,Necklaces,premium;gadgets;winter;grooming;summer;new,S011,4.24,0.315,false
I0324,Comfy Yellow Earrings by Oak&Co,"Earrings in Alloy with Long Battery, Organizer Pockets. Ideal for jewellery use.",1324,Oak&Co,Jewellery,Earrings,winter;western;men;gadgets;home;handmade,S004,4.45,0.295,true
I0325,Lightweight Teal Women Sandals by DenimWorks,"Women Sandals in Bamboo with Anti-Slip, Long Battery. Ideal for footwear use.",930,DenimWorks,Footwear,Women Sandals,winter;trending;gift;budget;decor;festival,S005,3.86,0.3,true
I0326,Vibrant Grey Bedsheets by MaxStyle,"Bedsheets in Polycarbonate with Nonstick, Stretchable. Ideal for home use.",708,MaxStyle,Home,Bedsheets,summer;winter;gift;women;bestseller;fitness,S007,4.42,0.303,true
I0327,Elegant Purple Cables by DesiWeave,"Cables in Denim with Organizer Pockets, Noise Cancellation. Ideal for electronics use.",1739,DesiWeave,Electronics,Cables,decor;winter;bestseller;handmade;kids;accessories,S008,3.78,0.292,false
I0328,Elegant Purple Leggings by DenimWorks,"Leggings in Leather with Organizer Pockets, Skin-Friendly. Ideal for women ethnic use.",1962,DenimWorks,Women Ethnic,Leggings,kitchen;premium;decor;ethnic;summer;bestseller,S003,3.79,0.291,true
I0329,Eco Blue Leggings by BharatHome,"Leggings in Cotton with RFID Blocking, Noise Cancellation. Ideal for women ethnic use.",1626,BharatHome,Women Ethnic,Leggings,bestseller;dailywear;kitchen;travel;premium;summer,S012,4.34,0.293,true
I0330,Stylish Maroon Duffle by UrbanHide,"Duffle in Denim with Leak-Proof, Long Battery. Ideal for bags & luggage use.",399,UrbanHide,Bags & Luggage,Duffle,dailywear;fitness;decor;eco;winter;women,S010,3.92,0.312,true
I0331,Eco Blue T-shirts by BeechCraft,"T-shirts in Wood with Leak-Proof, Skin-Friendly. Ideal for men use.",962,BeechCraft,Men,T-shirts,new;ethnic;decor;budget;fitness;office,S009,3.97,0.299,true
I0332,Classic Red Dress Materials by RoyalRoots,"Dress Materials in Canvas with RFID Blocking, Organizer Pockets. Ideal for women ethnic use.",405,RoyalRoots,Women Ethnic,Dress Materials,style;office;new;party;women;trending,S008,4.05,0.311,true
I0333,Stylish Purple Appliances by BeechCraft,"Appliances in Chiffon with Leak-Proof, Skin-Friendly. Ideal for kitchen use.",2379,BeechCraft,Kitchen,Appliances,western;wedding;summer;kids;dailywear;winter,S006,4.6,0.289,true
I0334,Elegant Green Makeup by AuraCare,"Makeup in Leather with Nonstick, Stretchable. Ideal for beauty use.",1273,AuraCare,Beauty,Makeup,western;gift;kids;kitchen;accessories;budget,S008,4.12,0.296,true
I0335,Handcrafted Brown Heels by SteelPro,"Heels in Wood with Nonstick, Noise Cancellation. Ideal for footwear use.",1102,SteelPro,Footwear,Heels,trending;dailywear;gadgets;men;party;budget,S006,3.69,0.297,true
I0336,Durable Navy Flats by RoyalRoots,"Flats in Polycarbonate with Anti-Theft, Leak-Proof. Ideal for footwear use.",429,RoyalRoots,Footwear,Flats,ethnic;wedding;style;new;handmade;trending,S008,3.77,0.31,true
I0337,Elegant Red Dresses by RoyalRoots,"Dresses in Terracotta with Anti-Slip, Quick-Dry. Ideal for women western use.",2205,RoyalRoots,Women Western,Dresses,home;gadgets;men;dailywear;women;eco,S012,4.35,0.29,true
I0338,Lightweight Blue Decor by BharatHome,"Decor in Stainless Steel with Anti-Slip, Stretchable. Ideal for home use.",588,BharatHome,Home,Decor,decor;office;trending;party;accessories;women,S002,4.41,0.306,true
I0339,Stylish Beige Yoga Mat by AuraCare,"Yoga Mat in Alloy with Stretchable, Anti-Slip. Ideal for sports & fitness use.",287,AuraCare,Sports & Fitness,Yoga Mat,yoga;premium;gadgets;handmade;summer;grooming,S009,4.49,0.317,true
I0340,Lightweight Grey Earrings by SparkLite,"Earrings in Leather with Anti-Theft, Nonstick. Ideal for jewellery use.",156,SparkLite,Jewellery,Earrings,men;wedding;gift;dailywear;fitness;accessories,S001,4.86,0.329,false
I0341,Lightweight Beige Curtains by ChefPro,"Curtains in Terracotta with Anti-Slip, Long Battery. Ideal for home use.",694,ChefPro,Home,Curtains,kitchen;decor;ethnic;new;handmade;grooming,S012,4.09,0.303,true
I0342,Vibrant Red Bottles by SonicBeat,"Bottles in Chiffon with Nonstick, RFID Blocking. Ideal for sports & fitness use.",1165,SonicBeat,Sports & Fitness,Bottles,decor;budget;yoga;party;wedding;handmade,S005,3.79,0.297,true
I0343,Durable Navy Kurta by BeechCraft,"Kurta in Bamboo with Nonstick, Organizer Pockets. Ideal for men use.",694,BeechCraft,Men,Kurta,handmade;office;accessories;new;kids;travel,S015,4.69,0.303,true
I0344,Durable Orange Backpacks by DenimWorks,"Backpacks in Wood with Skin-Friendly, Stretchable. Ideal for bags & luggage use.",302,DenimWorks,Bags & Luggage,Backpacks,office;kitchen;travel;budget;decor;men,S005,3.6,0.316,true
I0345,Trendy Grey Flats by AuraCare,"Flats in Denim with Stretchable, Quick-Dry. Ideal for footwear use.",790,AuraCare,Footwear,Flats,party;men;trending;new;fitness;office,S009,4.63,0.302,true
I0346,Classic Brown Earrings by MaxStyle,"Earrings in Alloy with Organizer Pockets, Skin-Friendly. Ideal for jewellery use.",758,MaxStyle,Jewellery,Earrings,fitness;women;eco;bestseller;style;office,S009,4.0,0.302,true
I0347,Classic Maroon Makeup by SparkLite,"Makeup in Silk with Organizer Pockets, Stretchable. Ideal for beauty use.",592,SparkLite,Beauty,Makeup,accessories;gadgets;kitchen;budget;decor;men,S005,4.45,0.306,true
I0348,Premium Navy Bedsheets by KidJoy,"Bedsheets in Leather with Noise Cancellation, Anti-Slip. Ideal for home use.",299,KidJoy,Home,Bedsheets,decor;premium;kids;grooming;eco;fitness,S005,3.67,0.316,true
